Token	POS-Tag	OOV	Id	Index	Documento
testes	NOUN	0	2	20	Pesquisadores da Universidade de São Paulo desenvolveram uma vacina experimental contra a dengue que mostrou eficácia de 85 % em testes clínicos realizados com voluntários adultos . Os resultados foram publicados na revista científica The Lancet na última semana .
clínicos	ADJ	1	2	21	Pesquisadores da Universidade de São Paulo desenvolveram uma vacina experimental contra a dengue que mostrou eficácia de 85 % em testes clínicos realizados com voluntários adultos . Os resultados foram publicados na revista científica The Lancet na última semana .
realizados	VERB	0	2	22	Pesquisadores da Universidade de São Paulo desenvolveram uma vacina experimental contra a dengue que mostrou eficácia de 85 % em testes clínicos realizados com voluntários adultos . Os resultados foram publicados na revista científica The Lancet na última semana .
com	ADP	0	2	23	Pesquisadores da Universidade de São Paulo desenvolveram uma vacina experimental contra a dengue que mostrou eficácia de 85 % em testes clínicos realizados com voluntários adultos . Os resultados foram publicados na revista científica The Lancet na última semana .
voluntários	NOUN	0	2	24	Pesquisadores da Universidade de São Paulo desenvolveram uma vacina experimental contra a dengue que mostrou eficácia de 85 % em testes clínicos realizados com voluntários adultos . Os resultados foram publicados na revista científica The Lancet na última semana .
adultos	ADJ	0	2	25	Pesquisadores da Universidade de São Paulo desenvolveram uma vacina experimental contra a dengue que mostrou eficácia de 85 % em testes clínicos realizados com voluntários adultos . Os resultados foram publicados na revista científica The Lancet na última semana .
.	PUNCT	0	2	26	Pesquisadores da Universidade de São Paulo desenvolveram uma vacina experimental contra a dengue que mostrou eficácia de 85 % em testes clínicos realizados com voluntários adultos . Os resultados foram publicados na revista científica The Lancet na última semana .
Os	DET	0	2	27	Pesquisadores da Universidade de São Paulo desenvolveram uma vacina experimental contra a dengue que mostrou eficácia de 85 % em testes clínicos realizados com voluntários adultos . Os resultados foram publicados na revista científica The Lancet na última semana .
resultados	NOUN	0	2	28	Pesquisadores da Universidade de São Paulo desenvolveram uma vacina experimental contra a dengue que mostrou eficácia de 85 % em testes clínicos realizados com voluntários adultos . Os resultados foram publicados na revista científica The Lancet na última semana .
foram	AUX	0	2	29	Pesquisadores da Universidade de São Paulo desenvolveram uma vacina experimental contra a dengue que mostrou eficácia de 85 % em testes clínicos realizados com voluntários adultos . Os resultados foram publicados na revista científica The Lancet na última semana .
publicados	VERB	0	2	30	Pesquisadores da Universidade de São Paulo desenvolveram uma vacina experimental contra a dengue que mostrou eficácia de 85 % em testes clínicos realizados com voluntários adultos . Os resultados foram publicados na revista científica The Lancet na última semana .
na	ADP	0	2	31	Pesquisadores da Universidade de São Paulo desenvolveram uma vacina experimental contra a dengue que mostrou eficácia de 85 % em testes clínicos realizados com voluntários adultos . Os resultados foram publicados na revista científica The Lancet na última semana .
revista	NOUN	0	2	32	Pesquisadores da Universidade de São Paulo desenvolveram uma vacina experimental contra a dengue que mostrou eficácia de 85 % em testes clínicos realizados com voluntários adultos . Os resultados foram publicados na revista científica The Lancet na última semana .
científica	ADJ	0	2	33	Pesquisadores da Universidade de São Paulo desenvolveram uma vacina experimental contra a dengue que mostrou eficácia de 85 % em testes clínicos realizados com voluntários adultos . Os resultados foram publicados na revista científica The Lancet na última semana .
The	PROPN	0	2	34	Pesquisadores da Universidade de São Paulo desenvolveram uma vacina experimental contra a dengue que mostrou eficácia de 85 % em testes clínicos realizados com voluntários adultos . Os resultados foram publicados na revista científica The Lancet na última semana .
Lancet	PROPN	1	2	35	Pesquisadores da Universidade de São Paulo desenvolveram uma vacina experimental contra a dengue que mostrou eficácia de 85 % em testes clínicos realizados com voluntários adultos . Os resultados foram publicados na revista científica The Lancet na última semana .
na	ADP	0	2	36	Pesquisadores da Universidade de São Paulo desenvolveram uma vacina experimental contra a dengue que mostrou eficácia de 85 % em testes clínicos realizados com voluntários adultos . Os resultados foram publicados na revista científica The Lancet na última semana .
última	ADJ	0	2	37	Pesquisadores da Universidade de São Paulo desenvolveram uma vacina experimental contra a dengue que mostrou eficácia de 85 % em testes clínicos realizados com voluntários adultos . Os resultados foram publicados na revista científica The Lancet na última semana .
semana	NOUN	0	2	38	Pesquisadores da Universidade de São Paulo desenvolveram uma vacina experimental contra a dengue que mostrou eficácia de 85 % em testes clínicos realizados com voluntários adultos . Os resultados foram publicados na revista científica The Lancet na última semana .
.	PUNCT	0	2	39	Pesquisadores da Universidade de São Paulo desenvolveram uma vacina experimental contra a dengue que mostrou eficácia de 85 % em testes clínicos realizados com voluntários adultos . Os resultados foram publicados na revista científica The Lancet na última semana .
O	DET	0	3	0	O Instituto Nacional de Pesquisas Espaciais ( INPE ) identificou um aumento de 22 % no desmatamento da Amazônia no último trimestre em comparação ao mesmo período do ano anterior . Os dados foram coletados via satélite e confirmados por equipes em campo .
Instituto	PROPN	0	3	1	O Instituto Nacional de Pesquisas Espaciais ( INPE ) identificou um aumento de 22 % no desmatamento da Amazônia no último trimestre em comparação ao mesmo período do ano anterior . Os dados foram coletados via satélite e confirmados por equipes em campo .
Nacional	PROPN	0	3	2	O Instituto Nacional de Pesquisas Espaciais ( INPE ) identificou um aumento de 22 % no desmatamento da Amazônia no último trimestre em comparação ao mesmo período do ano anterior . Os dados foram coletados via satélite e confirmados por equipes em campo .
de	ADP	0	3	3	O Instituto Nacional de Pesquisas Espaciais ( INPE ) identificou um aumento de 22 % no desmatamento da Amazônia no último trimestre em comparação ao mesmo período do ano anterior . Os dados foram coletados via satélite e confirmados por equipes em campo .
Pesquisas	PROPN	0	3	4	O Instituto Nacional de Pesquisas Espaciais ( INPE ) identificou um aumento de 22 % no desmatamento da Amazônia no último trimestre em comparação ao mesmo período do ano anterior . Os dados foram coletados via satélite e confirmados por equipes em campo .
Espaciais	PROPN	1	3	5	O Instituto Nacional de Pesquisas Espaciais ( INPE ) identificou um aumento de 22 % no desmatamento da Amazônia no último trimestre em comparação ao mesmo período do ano anterior . Os dados foram coletados via satélite e confirmados por equipes em campo .
(	PUNCT	0	3	6	O Instituto Nacional de Pesquisas Espaciais ( INPE ) identificou um aumento de 22 % no desmatamento da Amazônia no último trimestre em comparação ao mesmo período do ano anterior . Os dados foram coletados via satélite e confirmados por equipes em campo .
INPE	PROPN	1	3	7	O Instituto Nacional de Pesquisas Espaciais ( INPE ) identificou um aumento de 22 % no desmatamento da Amazônia no último trimestre em comparação ao mesmo período do ano anterior . Os dados foram coletados via satélite e confirmados por equipes em campo .
)	PUNCT	0	3	8	O Instituto Nacional de Pesquisas Espaciais ( INPE ) identificou um aumento de 22 % no desmatamento da Amazônia no último trimestre em comparação ao mesmo período do ano anterior . Os dados foram coletados via satélite e confirmados por equipes em campo .
identificou	VERB	0	3	9	O Instituto Nacional de Pesquisas Espaciais ( INPE ) identificou um aumento de 22 % no desmatamento da Amazônia no último trimestre em comparação ao mesmo período do ano anterior . Os dados foram coletados via satélite e confirmados por equipes em campo .
um	DET	0	3	10	O Instituto Nacional de Pesquisas Espaciais ( INPE ) identificou um aumento de 22 % no desmatamento da Amazônia no último trimestre em comparação ao mesmo período do ano anterior . Os dados foram coletados via satélite e confirmados por equipes em campo .
aumento	NOUN	0	3	11	O Instituto Nacional de Pesquisas Espaciais ( INPE ) identificou um aumento de 22 % no desmatamento da Amazônia no último trimestre em comparação ao mesmo período do ano anterior . Os dados foram coletados via satélite e confirmados por equipes em campo .
de	ADP	0	3	12	O Instituto Nacional de Pesquisas Espaciais ( INPE ) identificou um aumento de 22 % no desmatamento da Amazônia no último trimestre em comparação ao mesmo período do ano anterior . Os dados foram coletados via satélite e confirmados por equipes em campo .
22	NUM	0	3	13	O Instituto Nacional de Pesquisas Espaciais ( INPE ) identificou um aumento de 22 % no desmatamento da Amazônia no último trimestre em comparação ao mesmo período do ano anterior . Os dados foram coletados via satélite e confirmados por equipes em campo .
%	SYM	0	3	14	O Instituto Nacional de Pesquisas Espaciais ( INPE ) identificou um aumento de 22 % no desmatamento da Amazônia no último trimestre em comparação ao mesmo período do ano anterior . Os dados foram coletados via satélite e confirmados por equipes em campo .
no	ADP	0	3	15	O Instituto Nacional de Pesquisas Espaciais ( INPE ) identificou um aumento de 22 % no desmatamento da Amazônia no último trimestre em comparação ao mesmo período do ano anterior . Os dados foram coletados via satélite e confirmados por equipes em campo .
desmatamento	NOUN	1	3	16	O Instituto Nacional de Pesquisas Espaciais ( INPE ) identificou um aumento de 22 % no desmatamento da Amazônia no último trimestre em comparação ao mesmo período do ano anterior . Os dados foram coletados via satélite e confirmados por equipes em campo .
da	ADP	0	3	17	O Instituto Nacional de Pesquisas Espaciais ( INPE ) identificou um aumento de 22 % no desmatamento da Amazônia no último trimestre em comparação ao mesmo período do ano anterior . Os dados foram coletados via satélite e confirmados por equipes em campo .
Amazônia	PROPN	0	3	18	O Instituto Nacional de Pesquisas Espaciais ( INPE ) identificou um aumento de 22 % no desmatamento da Amazônia no último trimestre em comparação ao mesmo período do ano anterior . Os dados foram coletados via satélite e confirmados por equipes em campo .
no	ADP	0	3	19	O Instituto Nacional de Pesquisas Espaciais ( INPE ) identificou um aumento de 22 % no desmatamento da Amazônia no último trimestre em comparação ao mesmo período do ano anterior . Os dados foram coletados via satélite e confirmados por equipes em campo .
último	ADJ	0	3	20	O Instituto Nacional de Pesquisas Espaciais ( INPE ) identificou um aumento de 22 % no desmatamento da Amazônia no último trimestre em comparação ao mesmo período do ano anterior . Os dados foram coletados via satélite e confirmados por equipes em campo .
trimestre	NOUN	1	3	21	O Instituto Nacional de Pesquisas Espaciais ( INPE ) identificou um aumento de 22 % no desmatamento da Amazônia no último trimestre em comparação ao mesmo período do ano anterior . Os dados foram coletados via satélite e confirmados por equipes em campo .
em	ADP	0	3	22	O Instituto Nacional de Pesquisas Espaciais ( INPE ) identificou um aumento de 22 % no desmatamento da Amazônia no último trimestre em comparação ao mesmo período do ano anterior . Os dados foram coletados via satélite e confirmados por equipes em campo .
comparação	NOUN	0	3	23	O Instituto Nacional de Pesquisas Espaciais ( INPE ) identificou um aumento de 22 % no desmatamento da Amazônia no último trimestre em comparação ao mesmo período do ano anterior . Os dados foram coletados via satélite e confirmados por equipes em campo .
ao	ADP	0	3	24	O Instituto Nacional de Pesquisas Espaciais ( INPE ) identificou um aumento de 22 % no desmatamento da Amazônia no último trimestre em comparação ao mesmo período do ano anterior . Os dados foram coletados via satélite e confirmados por equipes em campo .
mesmo	ADJ	0	3	25	O Instituto Nacional de Pesquisas Espaciais ( INPE ) identificou um aumento de 22 % no desmatamento da Amazônia no último trimestre em comparação ao mesmo período do ano anterior . Os dados foram coletados via satélite e confirmados por equipes em campo .
período	NOUN	0	3	26	O Instituto Nacional de Pesquisas Espaciais ( INPE ) identificou um aumento de 22 % no desmatamento da Amazônia no último trimestre em comparação ao mesmo período do ano anterior . Os dados foram coletados via satélite e confirmados por equipes em campo .
do	ADP	0	3	27	O Instituto Nacional de Pesquisas Espaciais ( INPE ) identificou um aumento de 22 % no desmatamento da Amazônia no último trimestre em comparação ao mesmo período do ano anterior . Os dados foram coletados via satélite e confirmados por equipes em campo .
ano	NOUN	0	3	28	O Instituto Nacional de Pesquisas Espaciais ( INPE ) identificou um aumento de 22 % no desmatamento da Amazônia no último trimestre em comparação ao mesmo período do ano anterior . Os dados foram coletados via satélite e confirmados por equipes em campo .
anterior	ADJ	0	3	29	O Instituto Nacional de Pesquisas Espaciais ( INPE ) identificou um aumento de 22 % no desmatamento da Amazônia no último trimestre em comparação ao mesmo período do ano anterior . Os dados foram coletados via satélite e confirmados por equipes em campo .
.	PUNCT	0	3	30	O Instituto Nacional de Pesquisas Espaciais ( INPE ) identificou um aumento de 22 % no desmatamento da Amazônia no último trimestre em comparação ao mesmo período do ano anterior . Os dados foram coletados via satélite e confirmados por equipes em campo .
Os	DET	0	3	31	O Instituto Nacional de Pesquisas Espaciais ( INPE ) identificou um aumento de 22 % no desmatamento da Amazônia no último trimestre em comparação ao mesmo período do ano anterior . Os dados foram coletados via satélite e confirmados por equipes em campo .
dados	NOUN	0	3	32	O Instituto Nacional de Pesquisas Espaciais ( INPE ) identificou um aumento de 22 % no desmatamento da Amazônia no último trimestre em comparação ao mesmo período do ano anterior . Os dados foram coletados via satélite e confirmados por equipes em campo .
foram	AUX	0	3	33	O Instituto Nacional de Pesquisas Espaciais ( INPE ) identificou um aumento de 22 % no desmatamento da Amazônia no último trimestre em comparação ao mesmo período do ano anterior . Os dados foram coletados via satélite e confirmados por equipes em campo .
coletados	VERB	1	3	34	O Instituto Nacional de Pesquisas Espaciais ( INPE ) identificou um aumento de 22 % no desmatamento da Amazônia no último trimestre em comparação ao mesmo período do ano anterior . Os dados foram coletados via satélite e confirmados por equipes em campo .
via	NOUN	0	3	35	O Instituto Nacional de Pesquisas Espaciais ( INPE ) identificou um aumento de 22 % no desmatamento da Amazônia no último trimestre em comparação ao mesmo período do ano anterior . Os dados foram coletados via satélite e confirmados por equipes em campo .
satélite	NOUN	0	3	36	O Instituto Nacional de Pesquisas Espaciais ( INPE ) identificou um aumento de 22 % no desmatamento da Amazônia no último trimestre em comparação ao mesmo período do ano anterior . Os dados foram coletados via satélite e confirmados por equipes em campo .
e	CCONJ	0	3	37	O Instituto Nacional de Pesquisas Espaciais ( INPE ) identificou um aumento de 22 % no desmatamento da Amazônia no último trimestre em comparação ao mesmo período do ano anterior . Os dados foram coletados via satélite e confirmados por equipes em campo .
confirmados	VERB	1	3	38	O Instituto Nacional de Pesquisas Espaciais ( INPE ) identificou um aumento de 22 % no desmatamento da Amazônia no último trimestre em comparação ao mesmo período do ano anterior . Os dados foram coletados via satélite e confirmados por equipes em campo .
por	ADP	0	3	39	O Instituto Nacional de Pesquisas Espaciais ( INPE ) identificou um aumento de 22 % no desmatamento da Amazônia no último trimestre em comparação ao mesmo período do ano anterior . Os dados foram coletados via satélite e confirmados por equipes em campo .
equipes	NOUN	0	3	40	O Instituto Nacional de Pesquisas Espaciais ( INPE ) identificou um aumento de 22 % no desmatamento da Amazônia no último trimestre em comparação ao mesmo período do ano anterior . Os dados foram coletados via satélite e confirmados por equipes em campo .
